title,url
Fiction Melee Lesson ft. Cell #3 - Falco vs Fox,https://www.youtube.com/watch?v=fBJsOmxIEQQ
Fiction Melee Lesson ft. Stepdaddy #4 - Puff v Peach,https://www.youtube.com/watch?v=703DoZdsyUU
Fiction Melee Lesson ft. Monty #2 - Fox v Falco,https://www.youtube.com/watch?v=hgmmmseVbrg
Fiction Melee Lesson ft. BBB - Falco v Marth,https://www.youtube.com/watch?v=DnDtmu2LysI
Fiction Melee Lesson ft. Nome - Falco v Falco,https://www.youtube.com/watch?v=pwzFLdAHWWI
Fiction Melee Lesson ft. Stepdaddy #3 - Puff v Marth,https://www.youtube.com/watch?v=Js1yImvh4WE
Melee Lesson ft. Wombat - Falco in general/vs Sheik/explaining mixups,https://www.youtube.com/watch?v=xCAIaAkRvGU
Melee Lesson ft. Leo - Marth vs Falco,https://www.youtube.com/watch?v=aUsMDSatd6M
Melee Lesson ft. Boom #2 - Fox v Sheik,https://www.youtube.com/watch?v=b1iQ0ZnEdl0
Melee Lesson ft. BillyBoPeep - Fox vs Falco,https://www.youtube.com/watch?v=1JzdQXhazcM
Melee Lesson ft. Stepdaddy #2 - Puff vs. Fox,https://www.youtube.com/watch?v=_GTs9sP1LyM
Melee Lesson ft Cell #2 - Falco v Fox,https://www.youtube.com/watch?v=7KP9E-qnrUo
Melee Lesson ft. Charlon,https://www.youtube.com/watch?v=u0--ZWBG4i8
Melee lesson ft. Tomz #3,https://www.youtube.com/watch?v=GnM9JP82_Og
Melee Lesson - ft. Spencer,https://www.youtube.com/watch?v=uEaibFVQn6o
Melee Lesson- Fox vs Marth ft. Sora,https://www.youtube.com/watch?v=hrdAbCSeeeY
Melee lesson ft. Violatic,https://www.youtube.com/watch?v=x8CqzvCRWzk
Melee lesson ft. Tomz 2,https://www.youtube.com/watch?v=VyLNWkuYXCk
Melee lesson - Puff v Sheik ft. StepDaddy,https://www.youtube.com/watch?v=JcSsZG3dE6w
Melee Lesson - feat. Abe,https://www.youtube.com/watch?v=wAN_2BtaJjU
Melee lesson - Fox vs Falco feat. SunOrSon,https://www.youtube.com/watch?v=32dYXXzZYgY
Melee lesson - Fox v Fox feat. Tomz,https://www.youtube.com/watch?v=GFUbMt7bxO4
Melee lesson - feat. Monty,https://www.youtube.com/watch?v=catBAlcLqlw
Melee lesson - Peach v Sheik feat. BluesClues,https://www.youtube.com/watch?v=8NZfX_BjiPw
Melee lesson - Falco v Fox feat. Cell,https://www.youtube.com/watch?v=6o_XaxJiadw
Melee lesson - Sheik v spacies feat. DrinkWater,https://www.youtube.com/watch?v=euz5Ezgehb0
